metric,iteration,pole,mean,std,n
levenshtein,330,eval_content_f1,0.978167,0.004589,3
levenshtein,340,eval_content_f1,0.9775,0.001414,3
levenshtein,350,eval_content_f1,0.9785,0.002858,3
levenshtein,360,eval_content_f1,0.977167,0.004478,3
levenshtein,370,eval_content_f1,0.981333,0.001179,3
levenshtein,380,eval_content_f1,0.9805,0.000816,3
levenshtein,390,eval_content_f1,0.9805,0.00255,3
levenshtein,400,eval_content_f1,0.981833,0.00165,3
levenshtein,410,eval_content_f1,0.982333,0.001247,3
levenshtein,420,eval_content_f1,0.979333,0.001929,3
levenshtein,430,eval_content_f1,0.980333,0.00165,3
levenshtein,440,eval_content_f1,0.9765,0.001472,3
levenshtein,450,eval_content_f1,0.980833,0.00085,3
levenshtein,460,eval_content_f1,0.981833,0.003424,3
levenshtein,470,eval_content_f1,0.9815,0.002273,3
levenshtein,480,eval_content_f1,0.983,0.003894,3
levenshtein,490,eval_content_f1,0.982667,0.003682,3
levenshtein,500,eval_content_f1,0.983,0.004143,3
levenshtein,510,eval_content_f1,0.984833,0.003274,3
levenshtein,520,eval_content_f1,0.984833,0.000624,3
levenshtein,530,eval_content_f1,0.985,0.000707,3
levenshtein,540,eval_content_f1,0.9835,0.001633,3
levenshtein,550,eval_content_f1,0.986667,0.005137,3
levenshtein,560,eval_content_f1,0.985333,0.004249,3
levenshtein,570,eval_content_f1,0.983111,0.002047,3
levenshtein,580,eval_content_f1,0.985,0.003342,3
levenshtein,590,eval_content_f1,0.986833,0.00085,3
levenshtein,600,eval_content_f1,0.9825,0.003082,3
levenshtein,610,eval_content_f1,0.988333,0.00388,3
levenshtein,620,eval_content_f1,0.981667,0.004836,3
levenshtein,630,eval_content_f1,0.982833,0.003424,3
levenshtein,640,eval_content_f1,0.9865,0.00178,3
levenshtein,650,eval_content_f1,0.987167,0.002593,3
levenshtein,660,eval_content_f1,0.986167,0.002321,3
levenshtein,670,eval_content_f1,0.985167,0.00352,3
levenshtein,680,eval_content_f1,0.9855,0.003742,3
levenshtein,690,eval_content_f1,0.984833,0.00165,3
levenshtein,700,eval_content_f1,0.988833,0.003118,3
levenshtein,710,eval_content_f1,0.987167,0.001247,3
levenshtein,720,eval_content_f1,0.988167,0.002718,3
levenshtein,730,eval_content_f1,0.987833,0.003704,3
levenshtein,740,eval_content_f1,0.989,0.003189,3
levenshtein,750,eval_content_f1,0.988167,0.003009,3
levenshtein,760,eval_content_f1,0.9885,0.001472,3
levenshtein,770,eval_content_f1,0.9865,0.001472,3
levenshtein,780,eval_content_f1,0.986833,0.002867,3
levenshtein,790,eval_content_f1,0.9895,0.004021,3
levenshtein,800,eval_content_f1,0.989333,0.003118,3
levenshtein,810,eval_content_f1,0.991667,0.001027,3
levenshtein,820,eval_content_f1,0.988167,0.000471,3
levenshtein,830,eval_content_f1,0.987333,0.002392,3
levenshtein,840,eval_content_f1,0.989167,0.002779,3
levenshtein,850,eval_content_f1,0.988667,0.002718,3
levenshtein,860,eval_content_f1,0.9875,0.002041,3
levenshtein,870,eval_content_f1,0.985667,0.002095,3
levenshtein,880,eval_content_f1,0.986833,0.00352,3
levenshtein,890,eval_content_f1,0.988,0.004143,3
levenshtein,900,eval_content_f1,0.988833,0.004714,3
levenshtein,910,eval_content_f1,0.988333,0.004714,3
levenshtein,920,eval_content_f1,0.989667,0.002718,3
levenshtein,930,eval_content_f1,0.984833,0.000624,3
levenshtein,940,eval_content_f1,0.986833,0.002392,3
levenshtein,950,eval_content_f1,0.988333,0.000624,3
levenshtein,960,eval_content_f1,0.985167,0.003171,3
levenshtein,970,eval_content_f1,0.987667,0.005265,3
levenshtein,980,eval_content_f1,0.988167,0.005072,3
levenshtein,990,eval_content_f1,0.987167,0.00352,3
levenshtein,1000,eval_content_f1,0.99,0.001871,3
levenshtein,1010,eval_content_f1,0.99,0.00108,3
levenshtein,1020,eval_content_f1,0.9875,0.001414,3
levenshtein,1030,eval_content_f1,0.986,0.00108,3
levenshtein,1040,eval_content_f1,0.986667,0.0017,3
levenshtein,1050,eval_content_f1,0.989,0.00108,3
levenshtein,1060,eval_content_f1,0.988667,0.002593,3
levenshtein,1070,eval_content_f1,0.990444,0.002869,3
levenshtein,1080,eval_content_f1,0.987444,0.002136,3
levenshtein,1090,eval_content_f1,0.988667,0.002461,3
levenshtein,1100,eval_content_f1,0.992,0.000408,3
levenshtein,1110,eval_content_f1,0.991167,0.001929,3
levenshtein,1120,eval_content_f1,0.989333,0.000471,3
levenshtein,1130,eval_content_f1,0.987667,0.002248,3
levenshtein,1140,eval_content_f1,0.986833,0.006018,3
levenshtein,1150,eval_content_f1,0.991,0.001472,3
levenshtein,1160,eval_content_f1,0.987083,0.004674,3
levenshtein,1170,eval_content_f1,0.987,0.001225,3
levenshtein,1180,eval_content_f1,0.989333,0.001841,3
levenshtein,1190,eval_content_f1,0.990134,0.00267,3
levenshtein,1200,eval_content_f1,0.990056,0.001077,3
levenshtein,1210,eval_content_f1,0.987361,0.001274,3
levenshtein,1220,eval_content_f1,0.989167,0.000236,3
levenshtein,1230,eval_content_f1,0.989833,0.001027,3
levenshtein,1240,eval_content_f1,0.990333,0.001027,3
levenshtein,1250,eval_content_f1,0.988417,0.001532,3
levenshtein,1260,eval_content_f1,0.990833,0.001247,3
levenshtein,1270,eval_content_f1,0.991139,0.003242,3
levenshtein,1280,eval_content_f1,0.989833,0.003472,3
levenshtein,1290,eval_content_f1,0.991167,0.003793,3
levenshtein,1300,eval_content_f1,0.991611,0.002047,3
levenshtein,1310,eval_content_f1,0.992333,0.000236,3
levenshtein,1320,eval_content_f1,0.990167,0.004028,3
levenshtein,1330,eval_content_f1,0.990667,0.002718,3
levenshtein,1340,eval_content_f1,0.993333,0.001546,3
levenshtein,1350,eval_content_f1,0.992167,0.002014,3
levenshtein,1360,eval_content_f1,0.990667,0.001247,3
levenshtein,1370,eval_content_f1,0.990333,0.001841,3
levenshtein,1380,eval_content_f1,0.991833,0.0017,3
levenshtein,1390,eval_content_f1,0.994667,0.001886,3
