metric,iteration,pole,mean,std,n
levenshtein,39,kl_to_reference,0.11001,0.0,1
levenshtein,40,kl_to_reference,0.131872,0.0,1
levenshtein,41,kl_to_reference,0.11413,0.0,1
levenshtein,42,kl_to_reference,0.122624,0.0,1
levenshtein,43,kl_to_reference,0.13578,0.0,1
levenshtein,44,kl_to_reference,0.130921,0.0,1
levenshtein,45,kl_to_reference,0.143855,0.0,1
levenshtein,46,kl_to_reference,0.139733,0.0,1
levenshtein,47,kl_to_reference,0.1405,0.0,1
levenshtein,48,kl_to_reference,0.158303,0.0,1
levenshtein,49,kl_to_reference,0.138195,0.0,1
levenshtein,50,kl_to_reference,0.13404,0.0,1
levenshtein,51,kl_to_reference,0.15002,0.0,1
levenshtein,52,kl_to_reference,0.140423,0.0,1
levenshtein,53,kl_to_reference,0.130878,0.0,1
levenshtein,54,kl_to_reference,0.141796,0.0,1
levenshtein,55,kl_to_reference,0.128973,0.0,1
levenshtein,56,kl_to_reference,0.141098,0.0,1
levenshtein,57,kl_to_reference,0.148633,0.0,1
levenshtein,58,kl_to_reference,0.141319,0.0,1
levenshtein,59,kl_to_reference,0.143819,0.0,1
levenshtein,60,kl_to_reference,0.142969,0.0,1
levenshtein,61,kl_to_reference,0.16063,0.0,1
levenshtein,62,kl_to_reference,0.157635,0.0,1
levenshtein,63,kl_to_reference,0.134501,0.0,1
levenshtein,64,kl_to_reference,0.176844,0.0,1
levenshtein,65,kl_to_reference,0.16645,0.0,1
levenshtein,66,kl_to_reference,0.155972,0.0,1
levenshtein,67,kl_to_reference,0.143835,0.0,1
levenshtein,68,kl_to_reference,0.148222,0.0,1
levenshtein,69,kl_to_reference,0.151837,0.0,1
levenshtein,70,kl_to_reference,0.160011,0.0,1
levenshtein,71,kl_to_reference,0.148935,0.0,1
levenshtein,72,kl_to_reference,0.163187,0.0,1
levenshtein,73,kl_to_reference,0.156408,0.0,1
levenshtein,74,kl_to_reference,0.160315,0.0,1
levenshtein,75,kl_to_reference,0.157785,0.0,1
levenshtein,76,kl_to_reference,0.144226,0.0,1
levenshtein,77,kl_to_reference,0.165123,0.0,1
levenshtein,78,kl_to_reference,0.157981,0.0,1
levenshtein,79,kl_to_reference,0.148177,0.0,1
levenshtein,80,kl_to_reference,0.165344,0.0,1
levenshtein,81,kl_to_reference,0.184216,0.0,1
levenshtein,82,kl_to_reference,0.163464,0.0,1
levenshtein,83,kl_to_reference,0.178546,0.0,1
